File,Version,Purpose,Dependencies,Execution_status,Tests_VT_count,Supersedes_or_superseded_by,Outputs_produced,SHA256,Size_bytes,mtime_utc
MIT/research_state/cache/graphs_N6_r3.json,graphs_N6_r3.json,,,SOURCE EXISTS,,,,ec3af4deb28954d0e075f05c5c0edeac261c24f7b760cdb6446e024d71a54db2,1064,2026-08-06T05:18:58Z
MIT/research_state/live_progress.json,live_progress.json,,,SOURCE EXISTS,,,,f4123feaff7d7c419a8392507c9c41fd6ed11b5cbd002dc9e6e7ea3f1485ecd1,3284,2026-08-06T05:15:16Z
MIT/research_state/logs/run_5b6b16938416.log,run_5b6b16938416.log,,,SOURCE EXISTS,,,,dcaa4b280a6574dc4711cac394cf5464ac196df40f26ece8bbad27101ec2ec69,74,2026-08-06T05:15:16Z
MIT/run_pipeline.py,run_pipeline.py,,,RERUN PASSED,,,,0754863f0002859eefae42e3562dcbf7dd00a4eed200491c6d09e282156c5a89,6545,2026-08-06T06:00:42Z
MIT/scripts/brain_monitor.py,brain_monitor.py,,,SOURCE EXISTS,,,,445921e8eb1809fa5b82a47a1868b67fb35196594a395e374cb2f247cdca38a6,4006,2026-07-27T22:48:47Z
MIT/scripts/brain_tick.sh,brain_tick.sh,,,SOURCE EXISTS,,,,c340301fa383a30896be1244b3240b04cda031d6b5beb09a698d02430077f445,1097,2026-07-27T22:48:47Z
MIT/scripts/lib/autonomous_common.sh,autonomous_common.sh,,,SOURCE EXISTS,,,,08863a978bfd3938cc41028bfa5b08d8564c0d5356075c41569b9a4cb76b4d41,3037,2026-07-27T22:48:47Z
MIT/scripts/run_10d.py,run_10d.py,,,SOURCE EXISTS,,,,e73d7cebf75a10ad576e0e60cc9b21f0169eb4d2d090e7812dd35db1c8c09127,1507,2026-07-27T22:48:47Z
MIT/scripts/run_6d.py,run_6d.py,,,SOURCE EXISTS,,,,05e4729aa96edbecbc3a8f5651ae028f93c2bc16f9e708169a799e6d267bf4fa,1611,2026-07-27T22:48:47Z
MIT/scripts/run_autonomous_local.sh,run_autonomous_local.sh,,,SOURCE EXISTS,,,,a82e7b1e486b8f8bb9b13b5709e17108ade02fb9f1baa2728ff1aa06ed56c6d6,6234,2026-07-27T22:48:47Z
MIT/scripts/run_ladder.py,run_ladder.py,,,SOURCE EXISTS,,,,9bd6435dded94a55f0ecf82ab7b3cda84e1dcbb230e27b4c0b2b3bd672d5bf42,1548,2026-07-27T22:48:47Z
MIT/scripts/search_ui_server.py,search_ui_server.py,,,SOURCE EXISTS,,,,ffe58d2fff1956266130fa8e3c28c443167019da3db5136d5f6744bb2158880c,2425,2026-07-27T22:48:47Z
MIT/scripts/start_brain_monitor.sh,start_brain_monitor.sh,,,SOURCE EXISTS,,,,a8459dfedd9496b1502e50742aa022dac51f28b36f64a8f292071011694e5649,3461,2026-07-27T22:48:47Z
MIT/scripts/start_forever_daemon.sh,start_forever_daemon.sh,,,SOURCE EXISTS,,,,817b47110393153d8ac34c6121c84dac01ec3b84120fdd1017e75871cc422b28,2988,2026-07-27T22:48:47Z
MIT/scripts/status_autonomous_local.sh,status_autonomous_local.sh,,,SOURCE EXISTS,,,,4ea07c5c2cf9e8bdbc05e4d6db5b4de0ad5d142d86a7cabbb3e2b066e84136f4,1638,2026-07-27T22:48:47Z
MIT/scripts/stop_autonomous_local.sh,stop_autonomous_local.sh,,,SOURCE EXISTS,,,,3dfb7cb3a5818ebe74a73786f9c82ac251f59b8ce1091e0af014883e9421da49,1467,2026-07-27T22:48:47Z
MIT/scripts/supervise_autonomous_local.sh,supervise_autonomous_local.sh,,,SOURCE EXISTS,,,,7275de4b08183961af7b697efb9d162f39fabedd43623416cd3b327d57d0948a,2714,2026-07-27T22:48:47Z
MIT/src/invariant_engine/__init__.py,__init__.py,,,SOURCE EXISTS,,,,9b4e0392caadd99d7493c417891651449c12e4d875e7580626e8ece42fff3e54,100,2026-07-27T22:48:47Z
MIT/src/invariant_engine/__main__.py,__main__.py,,,SOURCE EXISTS,,,,307299fda7b77d22c64cb51430ec75e5f59d78e9c948786afb3b2544fe45e4b7,79,2026-07-27T22:48:47Z
MIT/src/invariant_engine/atomic_io.py,atomic_io.py,,,SOURCE EXISTS,,,,7bed08483f3ed82238d8bc808cd5ed3a7d7b18f89992082d58ece6c6908c2966,1422,2026-07-27T22:48:47Z
MIT/src/invariant_engine/autonomous.py,autonomous.py,,,SOURCE EXISTS,,,,7e40585f811f943a806da3e7c0d34317524c14503e4f78015530a9f2258b90e0,58356,2026-07-27T22:48:47Z
MIT/src/invariant_engine/brain.py,brain.py,,,SOURCE EXISTS,,,,91b251af5a9841e358fe816fce1da729979aad2aea0c38e74dd5a4098d3f89c8,4361,2026-07-27T22:48:47Z
MIT/src/invariant_engine/checkpoint.py,checkpoint.py,,,SOURCE EXISTS,,,,d65b5479f0b79795dfecd0c8e0bfc8babab56b2998c9375f9d2fb87d18aa21e8,1648,2026-07-27T22:48:47Z
MIT/src/invariant_engine/cli.py,cli.py,,,SOURCE EXISTS,,,,fad346a9a67beef5436737acc1e95527c55668197692090642363370f6e15c59,3158,2026-07-27T22:48:47Z
MIT/src/invariant_engine/compute_status.py,compute_status.py,,,SOURCE EXISTS,,,,b92689902413617dd60764d761cdbf219f7f6b2f53f4835f5aea95bf4016605e,1543,2026-07-27T22:48:47Z
MIT/src/invariant_engine/controls.py,controls.py,,,SOURCE EXISTS,,,,3be522e5543ad649d24644862c8e355ea72e9347e1150108a6edc0e855b0c593,1776,2026-07-27T22:48:47Z
MIT/src/invariant_engine/dashboard/__init__.py,__init__.py,,,SOURCE EXISTS,,,,82af92c96827fe8193ed8c8f03135a8b90fc2573d4ae16093856be9bfb79a515,115,2026-07-27T22:48:47Z
MIT/src/invariant_engine/dashboard/server.py,server.py,,,SOURCE EXISTS,,,,62a34c57f2ee17eacb0fc31781fc0029a5058c0dc082686495a3d0d915e9205f,4065,2026-07-27T22:48:47Z
MIT/src/invariant_engine/dashboard/static/app.js,app.js,,,SOURCE EXISTS,,,,c177ae590cef9d67d6ce0f2506887fa79cf4ee1a5699f91ebdc622d2cb04fc66,9721,2026-07-27T22:48:47Z
MIT/src/invariant_engine/dashboard/static/index.html,index.html,,,SOURCE EXISTS,,,,31c9e2310e4923b171a2153f54780fe437804bf52d2c37c3f8930046b623e568,3236,2026-07-27T22:48:47Z
MIT/src/invariant_engine/dashboard/static/style.css,style.css,,,SOURCE EXISTS,,,,4f9ca0f85ad008bc67ecb37b05272d66847ca321c4f53c171ee71c9b78161b27,4070,2026-07-27T22:48:47Z
MIT/src/invariant_engine/heal.py,heal.py,,,SOURCE EXISTS,,,,165e7d92410f65fe6bf70f790554792d45b7f824647f3187454fcde0303574fa,4394,2026-07-27T22:48:47Z
MIT/src/invariant_engine/ladder10d.py,ladder10d.py,,,SOURCE EXISTS,,,,2e8f718e5cc1c0aaa0af014c4f52240d432bac1542183165f27c910f544cc83e,15956,2026-07-27T22:48:47Z
MIT/src/invariant_engine/ladder6d.py,ladder6d.py,,,SOURCE EXISTS,,,,2f91a8aae6010f041ba71a3920132ce68219f2513dae500ed4be285627089835,13444,2026-07-27T22:48:47Z
MIT/src/invariant_engine/offline.py,offline.py,,,SOURCE EXISTS,,,,5fd3d9a868a6a90c2ff886d21ed989ac4a9799db7d0159d6db4793b93b6f0965,8704,2026-07-27T22:48:47Z
MIT/src/invariant_engine/paths.py,paths.py,,,SOURCE EXISTS,,,,bd46cf3c8acffed3d791121398a705a572296357eed0ade28ce6616249f67b60,969,2026-07-27T22:48:47Z
MIT/src/invariant_engine/power.py,power.py,,,SOURCE EXISTS,,,,2dcee9f055e44a61d15594e53cecdb0d3e57ef64ea6ffabc8b75075121ca6593,3196,2026-07-27T22:48:47Z
MIT/src/invariant_engine/presets.py,presets.py,,,SOURCE EXISTS,,,,a530763301c85714d86b0e014c1e47baaadc6913186d5e9ad4275eb969725053,5396,2026-07-27T22:48:47Z
MIT/src/invariant_engine/progress.py,progress.py,,,SOURCE EXISTS,,,,bbe6fd55533edd855b85eb84d433d0781a053791c78bc767bf61906641f47ffb,11721,2026-07-27T22:48:47Z
MIT/src/invariants/__init__.py,__init__.py,,,SOURCE EXISTS,,,,79dd490c95fe9e2be94285923f83c120f2fff58fba149676843907300fce3f01,670,2026-07-27T22:48:47Z
MIT/src/invariants/contraction.py,contraction.py,,,SOURCE EXISTS,,,,81989aae1869fd2805a945a1fdcd3975c1e81286a960a55deda43d0d78bab6de,4873,2026-07-27T22:48:47Z
MIT/src/invariants/discover.py,discover.py,,,SOURCE EXISTS,,,,42f542218d7c6438430387ef7ceef294f2455372c8ae2207873b08af4b85366d,4502,2026-07-27T22:48:47Z
MIT/src/invariants/five_form_10d.py,five_form_10d.py,,,SOURCE EXISTS,,,,b6b30814382bd4ff8f22f30d976c86755b5fd0664be8ba5de5d1574017db84a2,4326,2026-07-27T22:48:47Z
MIT/src/invariants/graphs.py,graphs.py,,,SOURCE EXISTS,,,,52c79adde30b1153b2f6f4841f62b9e04d6401c0615631894a86dfaf4e11f323,9405,2026-07-27T22:48:47Z
MIT/src/invariants/hodge10.py,hodge10.py,,,SOURCE EXISTS,,,,b7d982597fce5f93ec2f11399e59363efffd11d16545ff2fae9802f19ecc9375,10351,2026-07-27T22:48:47Z
MIT/src/invariants/ladder.py,ladder.py,,,SOURCE EXISTS,,,,4679c9558c41bfb703fc4583bb09ca916209fc0b37101a286bb3642f628c2349,2822,2026-07-27T22:48:47Z
MIT/src/invariants/three_form_6d.py,three_form_6d.py,,,SOURCE EXISTS,,,,d2bd15a9ae7c0984b36b2650581396073d20c2f0e449962c4217f9ec9f45a35d,7010,2026-07-27T22:48:47Z
MIT/src/invariants/timed_search.py,timed_search.py,,,SOURCE EXISTS,,,,03a559003248e45622a489a384b60c3ef583ec617f8be20a0576e4ba4c58eac9,12853,2026-07-27T22:48:47Z
MIT/src/invariants/utils.py,utils.py,,,SOURCE EXISTS,,,,3cd9c25a7b94840563d589aa75a1d9bb092857cd3735b97109a48bac6c7e71e6,1838,2026-07-27T22:48:47Z
MIT/tensor_invariants/__init__.py,__init__.py,,,SOURCE EXISTS,,,,e1bef8a168927b815dc199cf6487bfd61262740a2bb026906e365996d781789c,363,2026-08-06T05:20:34Z
MIT/tensor_invariants/antisymmetric_tensors.py,antisymmetric_tensors.py,,,SOURCE EXISTS,,,,85e7c1af8999a443159af146fe22299e261cc18cef74d789fb10fa80a07461fe,3913,2026-08-06T05:22:37Z
MIT/tensor_invariants/checkpointing.py,checkpointing.py,,,SOURCE EXISTS,,,,2064404de00e1877f25e2f375be5ee41dae78b3dee8b051fa191b0edd5324dbe,951,2026-08-06T05:25:11Z
MIT/tensor_invariants/configuration.py,configuration.py,,,SOURCE EXISTS,,,,938367758641aeceb022393b0f83b2e94728196df3912a287aca5a2e179c6ce5,4988,2026-08-06T05:33:27Z
MIT/tensor_invariants/contraction_compiler.py,contraction_compiler.py,,,SOURCE EXISTS,,,,2a50b2a39f3d0f59c34da4a1a408df082c9b8ae979b5728304e439e1c38a58ae,3065,2026-08-06T05:54:35Z
MIT/tensor_invariants/contraction_evaluator.py,contraction_evaluator.py,,,SOURCE EXISTS,,,,b5bb4e435e121c4d34e538ed3b8c05493e912746608bdfd757bd70cd8464bd6f,2072,2026-08-06T05:23:09Z
MIT/tensor_invariants/explore_10d.py,explore_10d.py,,,SOURCE EXISTS,,,,de4c3e4c55f650979da56aad2a5957131c24db1ab440d90e6303a7d88c850426,8379,2026-08-06T05:55:38Z
MIT/tensor_invariants/finite_field.py,finite_field.py,,,SOURCE EXISTS,,,,1cfc29465eab677fa4b683c6caec044b1356a37e484a8a1e671d47c8e406f44b,2339,2026-08-06T05:20:34Z
MIT/tensor_invariants/generator_selection.py,generator_selection.py,,,RERUN PASSED,,,,0ae2296de8ef1d7c908ba8ab9d1d3af0fe9b0ee3246d982ad2b7b2b0736a98d1,10844,2026-08-06T05:54:30Z
MIT/tensor_invariants/graph_canonicalization.py,graph_canonicalization.py,,,SOURCE EXISTS,,,,eedb37959f873b475c92fef064344a0364c24fc2bc96344dbcd853ffb87e5011,4777,2026-08-06T05:54:28Z
MIT/tensor_invariants/graph_enumeration.py,graph_enumeration.py,,,SOURCE EXISTS,,,,dc9e6a1b11cd87b9f9013c5d9d44e7f20f1341bd5ce431ea07f484b498e72ed5,7284,2026-08-06T05:42:42Z
MIT/tensor_invariants/monomial_basis.py,monomial_basis.py,,,SOURCE EXISTS,,,,0d720d572a6c4106b9bac4f7d909c6866cdbc21b3853e95768a87e8561d667a4,2315,2026-08-06T05:23:09Z
MIT/tensor_invariants/nullspace.py,nullspace.py,,,SOURCE EXISTS,,,,51bac4d85b3d67f60938fe9d053ca45f5d3096c9be71b787fb6732535eb91735,3922,2026-08-06T05:21:04Z
MIT/tensor_invariants/numerical_rank.py,numerical_rank.py,,,SOURCE EXISTS,,,,3cb03cb788bc6879189cc7fa657ae4485f9aeb1083d6e093300690c7364480e3,3011,2026-08-06T05:21:28Z
MIT/tensor_invariants/rational_reconstruction.py,rational_reconstruction.py,,,SOURCE EXISTS,,,,0c0baba72089d2e477dfd7ba4778684d7f47f915e4944fbfbcd391f1bd171bfe,5288,2026-08-06T05:21:28Z
MIT/tensor_invariants/reporting.py,reporting.py,,,SOURCE EXISTS,,,,c40d577481feeb0333f380cf2bba1c7aa85b3ce90bc346ca0873e8fd077fc032,6443,2026-08-06T06:00:58Z
MIT/tensor_invariants/self_duality.py,self_duality.py,,,SOURCE EXISTS,,,,e2a5c1265da49f8ce5df9d013f8b068c3ca990fd99fb9b2cfa17f9caaaa58ac5,4887,2026-08-06T05:24:42Z
MIT/tensor_invariants/syzygies.py,syzygies.py,,,SOURCE EXISTS,,,,049af7d656870b4004529af1ff0c04c0fc839e64ff10c8a33fad0c62f884dd64,6186,2026-08-06T05:24:24Z
MIT/tensor_invariants/tensor_spaces.py,tensor_spaces.py,,,SOURCE EXISTS,,,,756fb22eee8bcb299f2ac61d1c8e133b8aaabc96dda5c6ba0a92e4992c348d43,1261,2026-08-06T05:22:37Z
MIT/tensor_invariants/validation.py,validation.py,,,SOURCE EXISTS,,,,a7540cbefae703be747ff0cb297ce63ac33c307343233548f5d1c35bc2747f7c,4384,2026-08-06T05:48:41Z
MIT/tests/__init__.py,__init__.py,,,SOURCE EXISTS,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,2026-07-27T22:48:47Z
MIT/tests/test_autonomous_infra.py,test_autonomous_infra.py,,,SOURCE EXISTS,,,,afaf22f7ae7f032d25e4e35074611853692dbe41d721d9c0745d228936e6c00f,5905,2026-07-27T22:48:47Z
MIT/tests/test_autonomous_smoke.py,test_autonomous_smoke.py,,,SOURCE EXISTS,,,,2c3525b640e740f3433497a1b60fa768ef7312299d08e05fc1519903ffa32afb,3941,2026-07-27T22:48:47Z
MIT/tests/test_contraction_evaluation.py,test_contraction_evaluation.py,,,SOURCE EXISTS,,,,fa36e291f5dba96f9826805903e669b95f5eebcaf20edb75beb181049099722f,1795,2026-08-06T05:48:42Z
MIT/tests/test_generator_counts_6d.py,test_generator_counts_6d.py,,,SOURCE EXISTS,,,,42f109ade9fb57ccfe8fcccb1287877466ffae08d51cd49fe132c7a74d7e48e0,1886,2026-08-06T05:48:44Z
MIT/tests/test_graph_canonicalization.py,test_graph_canonicalization.py,,,SOURCE EXISTS,,,,1677b88744777b22e22d2ecd507a70921101530e323f7ca60b1bf44a2d67466a,1335,2026-08-06T05:26:36Z
MIT/tests/test_graph_counts_6d.py,test_graph_counts_6d.py,,,SOURCE EXISTS,,,,67d071a36dfb5be6d701343c5529199e623f37ea7a2b6750ce192df429f12799,709,2026-08-06T05:26:43Z
MIT/tests/test_graph_weighted_degree.py,test_graph_weighted_degree.py,,,SOURCE EXISTS,,,,01981488cc24d6c940be4e5b1d2fc8ce175cd479eab802fd9f9a270ab1198949,1339,2026-08-06T05:26:33Z
MIT/tests/test_graphs_6d.py,test_graphs_6d.py,,,SOURCE EXISTS,,,,470bd9cd68c025b680c69e023b9429eea3eb11b8110579f11b15812a22233e5b,4730,2026-07-27T22:48:47Z
MIT/tests/test_hodge10.py,test_hodge10.py,,,SOURCE EXISTS,,,,2a9b9c5716523f88ba7eab7ac3204ab6e4478c3c0b526e92e1217ce37df2de10,2825,2026-07-27T22:48:47Z
MIT/tests/test_monomial_generation.py,test_monomial_generation.py,,,SOURCE EXISTS,,,,4fd2ddaf67b6ade523b7b682f1d7deb2caad26237220afe468c84da1a5ff0add,1340,2026-08-06T05:26:56Z
MIT/tests/test_offline_dashboard.py,test_offline_dashboard.py,,,SOURCE EXISTS,,,,b073b470c338f259091160997745300057baaaef85005bd391823b6edd4f86f6,1597,2026-07-27T22:48:47Z
MIT/tests/test_rank_backends.py,test_rank_backends.py,,,SOURCE EXISTS,,,,2a63b57fd81a22c687862900b9890f33bd16df28b57c2c0cccdd48eebb7c8057,1450,2026-08-06T05:27:04Z
MIT/tests/test_runner_power.py,test_runner_power.py,,,SOURCE EXISTS,,,,5123b46e0497a7d7234745595b1043058998a2a4bb741b7ee48dadb6d35d3979,2476,2026-07-27T22:48:47Z
MIT/tests/test_self_duality_10d.py,test_self_duality_10d.py,,,SOURCE EXISTS,,,,03844765a8df0f8182a28848ca90e250278be0ec9fde78a4b477e3d4e9974435,1254,2026-08-06T05:27:15Z
MIT/tests/test_syzygy_validation.py,test_syzygy_validation.py,,,SOURCE EXISTS,,,,7b3ace68b332dd4d67d2a4f03b5fb1b5f44da87653a8f792ea5707a2c16f03ad,1954,2026-08-06T05:27:15Z
MIT/tests/test_tensor_antisymmetry.py,test_tensor_antisymmetry.py,,,SOURCE EXISTS,,,,32c9abb3e8af8240627048c6639dd527846f050366195ce279ba67b77207e0cf,912,2026-08-06T05:26:28Z
MIT/ui/index.html,index.html,,,SOURCE EXISTS,,,,e5a85ed956207136d46d9a28ba7c22137f102e86d4981d9fba288c784a46c1fd,9002,2026-07-27T22:48:47Z
MIT/ui/progress.json,progress.json,,,SOURCE EXISTS,,,,532cadca61471847b8c2f7479de70b9a92b6448dfedd905dd14cd23243793bb5,12435,2026-07-28T23:33:02Z
Research/TenDDegree6ContractionPlanning_V1.wl,V1,Contraction plans for degree-6 graph basis batches,,NOT RUN,,REQUIRED by BatchA but FILE ABSENT from folder,,,0,
